artist_label_id,x,y,component_id,stable_graph_degree,projection_population,projection_variance_explained_2d,layout_note
ALBL-11f90a8c55fbe0699911c1c19ab4046d0a93a992a97ac914cf60449351307a39,0.14050449,0.14116970,2,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-1347d8cb47ac4267756940fe68d3c6c4fc79c584d4f4a8b7761c7981696c39c2,0.36527418,-0.13351727,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-1753897f8c66389b862ec914699598c03d64c509e330ce87a7421c9325a0ac9f,0.10866419,-0.69710271,7,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-17684bc3770d1aec5c2bd652a8807086eae2d17921537773d7065a03fe954aab,-0.28585819,-0.26405129,1,3,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-17a705471f9603aa36a32eccd5a72e57b03ee08200a8ee9b075466924284be0d,0.09448360,0.45543852,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-1966ab7fbcd7e029e5d23d46e16dd169141761a81c9ccb7ad58233a524454fd5,-0.13072944,0.07490941,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-1977978993b2949e4425ba3d1e00a27af4ff44e6123be893f0fff6439f76e7e3,0.20287936,0.34440866,2,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-19be539ea558fbcef5a22605c16c9872520ccad409f3e1624e7105b28a7760cb,0.28710181,-0.11776741,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-19e6d081ff62ae40b3e88e22cef1e5d0ec872a8e6f3866590efc6d45eb909d16,0.25356107,-0.41100161,1,3,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-1a992211d5b1262263ca23d60bf8d7103e1eba254b60f9e0e0a05617ae61dc4f,-0.36874104,0.10566130,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-1c521aa5918a7c228d52dd39e33749ac1ed6902f61bfed0d6daaa3c3adfc4357,0.31041121,-0.04299306,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-1f58a6ffe8bece560a2d7cd3f95b1c5fedac73381c77a301c279e6c79036b7f0,1.00000000,-0.07374167,6,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-1f7fed06b8efb360d17055fb5863e54d09a25560e048c3bf2ee01153da3c93c4,0.96965198,0.22863273,6,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-23cc9ad5656ade82d0585fba15746eec8fbcbb8ecbcd883d7fc885d404d1478b,-0.02484870,-0.39147409,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-247a321492792bdb57c32c163643edba2d15422f23a86af468d8f0bfb5c89077,0.01385714,-0.14884447,1,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-24ab2db65ff01b86f7df8f18130ad4db0b5a038f7c40263e75fb0b0dc7213232,-0.60450153,0.43133157,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-24b00b86757b8524f811b193bdeb83ef1329a0c57055807a6ded111fa42e68f3,-0.19527940,0.01543279,1,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-255b39be5ec120d92543e4e21dc87011282877c2b9e48c00579662e497eb22d4,-0.23651591,-0.19133806,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-275cbdad252f54c6748319f45ee0a8a3135340327f40dfd3f83e5b261bcad5df,0.45657118,0.05833445,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-275d6c06b34fc1ede399aff72db03e76929b074ec212f94453d28ff922f95804,0.01664021,0.19612985,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-2807b98ea33a2a358a5e75262d1634d94c6402340cb7f15b88794a34f694ba24,0.30713407,0.20659008,2,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-284f21f38fb89fffc6231f1c8e4e864ddfb421bed3792bc18e665896dd0864c9,-0.34265969,-0.35504043,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-2af009abc260058ed488c3cc5bd979e4028fa2b64a389c66f06c6ef5e8743d9a,-0.54767381,-0.25108294,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-2b47111c3ae429f7fd49243653f4b70387bf44642bbb3d8c30fd5cc8b8063b34,-0.25627273,-0.20884895,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-2c0d33cebcdf6b69c4dbde5486faeab809292ba09e1c547ffa0bffdbf69312ac,0.43928278,-0.31209569,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-2c4757a584ada65232fd4e1061bb867f3e2341823f769a11a3ad84438bfe03a6,0.34506493,-0.02172626,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-2c8bc6640d674fb0494ab3a0352bfacdd7243a34c724124ee036737fd0d39b2d,0.67619934,0.12446256,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-2cd7183a0cf674ea30188d5d0032a7ba17c2775bd7ee862325f9ed98d3d5ee1f,-0.04254912,-0.24113269,7,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-2e810b55afb91280b967725073e8e9dee97ffc7e57519fa876a5eef1c60b2833,0.76130079,0.04785248,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-2f8b2ec6bcd75a5e76215bbd5e2e95d25bed68c81acf7ea38f86e111ac5ced35,-0.05327717,-0.34136060,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-3031bd18d220db6520e49505d607f0577ab0291d63ca904ef8c75c6e35e6d3fc,0.47014676,0.18680776,2,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-30f7e60627845f9d0fd4aec317723f5156cbb07ff715a9b98385f64c558bd2fa,0.27093509,-0.18467532,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-314c2bafd9ac4593acb1cd858e97edf4ad5631f78cb356ce14019e732aa2ae48,0.65529067,0.58806995,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-33f39cebde978ce9aa6e4c3876032ec25f0e8d1871843f6f21ed6dd57e8d7d4a,-0.38189596,-0.18607262,5,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-3516aca92330ace937d4d66d19489d317129d236c505c76c829d30f582c702ec,-0.26031326,0.35902294,3,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-36142f7c7512775b0003e10735d3704a243836ce608ddce5ec55d2a9d3b46add,0.69872400,0.24000778,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-36c9800bd02cf448b8d1cfd748568b7250020c76eac2b09be6443266d3246492,0.40707894,-0.09944025,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-370cf8dec91c8c759d3d4eabfdc7f5c2fda07290e95e14f5731c2a18724159db,0.60617337,0.20375622,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-377b054a1f71b14c70428b5910256bbb843ebcec24665eff55383c467e7c9df7,-0.27893469,-0.46492863,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-37f6eb87430a0b1d7a66bf0a89dab1ed85cf84803d73bee23b3b94e50f1a71be,0.00379691,-0.41664825,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-37ff92a2c4a991915f72decba88e5b2eded6f8d585460ca3c198988ae1274572,-0.64753347,0.11895257,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-3aea2c0801f6f0a6142d4a1b36a638bf2b641a219dfd7ac90ea19346b4e1c1ea,0.42436001,-0.36289873,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-3dab537bbce562a80504255944b4f84168fe4cdfe736c5f5569088ee394644b6,0.56379374,0.23826451,8,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-3e8052851c5f2da0234ba405219252f0ffdf30904c8807e3dfdbe6d44d5b2ade,0.10499173,-0.45747102,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-3ee93b4fbf1fe5935538066bfee5c8fc4d55b7308cfe1dbf78748e19528345f6,-0.03228483,0.49492509,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-3f8544460dad7df697f7b1dfe3ceb76f8ee9fee329dff53487a2ff31ae594765,0.13425533,-0.01973786,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-3ff74c075ec5c2e5728f2ff0bfb20cf17699329068612d45293b05554df57030,-0.59275789,0.20814506,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-410bedcb3af781aedd8b01993423c88b246553bed5edec02764821357bfb3ad5,0.57777479,0.38389308,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-416efb901b78e0dac353a88963abd0a86b5207467dd399395d3c77f99460a215,-0.37554438,-0.38055362,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-4351325bff68d9ba2013f7254620f426c6d51a30ec2bb8dae4c1d2c8017071f4,-0.49375721,0.10587619,9,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-449c15c13efcf3a854c22dfa004716e1293d43fb1853aea6c0bab03d10c4c10b,0.18705600,-0.08597034,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-45fb690b1fa5ef0d23dbeb44ff194f49e6899ee138d850ccb0f8ca44cf44f801,-0.63433688,-0.22768971,4,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-4643ced8fed4e5f7ffe92d53e345a6e445386087a66e90051378e206de8a183f,0.05437611,0.78750340,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-477d40bab9415c1e1fc116f4efe1cd52564f26aef849d2f13bb16fcde179180b,-0.35381543,-0.02022977,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-4ee2de733107bf496cb129ee93841693210261129915ba651cc3fbb0b18de05c,0.20468926,-0.11637328,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-50741b2ec0bf3af4af14534601eb2b25106535e1be6e7fa756e6062fa54090e3,0.47975876,0.64583109,10,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-5588dea76589911df854bcd8ae85996bb26f89521d661f3f591f4f339057cd55,-0.85620421,-0.03929199,5,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-57e56d22dd85362bb8105570741eef2f726eab5029f9510bb149e289c1cdb362,-0.35313688,0.15082852,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-58317e7308fa764165b4d6a3ef2e233753924b1bb3544048ceb57650a8fa89cb,0.26709727,-0.33218609,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-58b4f98bab37d9f291c25b06ba57304d2b1c689dcc25c63e4ff642ab5584d304,0.49554573,-0.23776029,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-591263eefafdb52e5702e00434d710421ec77268e1974ea65c6faf003f8b94b8,0.56066345,-0.35973628,6,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-5df3b41d45a211caed7ddd24c3951c2e6837ab2f5322ab023300850d02ea1a5e,-0.26242220,-0.37089720,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-5fd79266de1ca82a6a701b7b65788f6a770a569318a1351825159d92cf867337,-0.34165545,-0.00682967,3,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-60e338cff4ca7d43b678b87ac6d0bc2923b2b774e88285998ea805732a13bc86,-0.31403621,0.24968492,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-624809a8c6f31530a20bced12f8eeb4a5292640bdb87ef4a277476da24a07d28,0.29497469,0.28015639,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-6333d5595ce07957878659758f2179f94c4e244fc91a624bad260e48824e6d0a,0.20045392,-0.09279813,11,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-6470d1206d77a5344903490c8022085d5434995cb18f11140acf297a51a4c0f7,0.12447457,0.02989444,2,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-64b99f305e19727a83cafde426896191340dac22d1096e0014290657b528110b,0.38328769,-0.42898320,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-653f823573f2940bf2c73dfbdb26faef76f3062d797274a12eade0e8fd765269,-0.77034403,0.45095977,4,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-65f4c44000b0b3238b828e0cf5c3707b1e174d6799866358fb0a3a8f41ea30c0,-0.00724222,-0.12913066,1,3,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-668adef71637ce73ed0d6930da3df75035de7b9f85a5b5d81a63482870edf608,0.42811535,0.10634062,2,3,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-674cdf7bedf87c3a984532f3b6d1e7baeeab9de3979127e45718e65f125c5971,0.28492015,-0.51054775,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-684afcd741ce3fa6d145edabeaaa08c1ac47e5ba86fdc114798bd81786f5418b,-0.25910557,-0.49604266,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-68861076b744e959ac73e2117efa8b1b2b9c67339252c49fa74c306ae22b118d,-0.50821223,-0.19328635,9,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-696c842e3ed9a1f7ab0284130f1a3ca48afd3efbd581178c263a594bd6158db6,-0.71174319,0.34660542,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-69e09ca6ec075c702c80bc29a4f0403c9282b9293273e8873970444db978c065,0.50537140,-0.02676090,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-6e2c5eea321edcf85b9bddb1be052f37af0d813916ec5db39e7691ed75c22ca0,-0.85634267,-0.16332315,5,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-6e584511c3d847a8b7353a50064bbcc569da3e403933cbb51e8a88e2c4fc8f77,-0.03401054,0.09370528,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
